CTUID,CSDUID,CSDNAME,METCODE,METNAME_EN,NBHDCODE,NBHDNAME_EN,CMHC_CT,GeographyId
5350442.06,3519046,Aurora,2270,Toronto,760,Aurora,0442.06,22707600442.06
5350450.02,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0450.02,22707700450.02
5350450.03,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0450.03,22707700450.03
5350450.05,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0450.05,22707700450.05
5350450.06,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0450.06,22707700450.06
5350451.01,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0451.01,22707700451.01
5350451.02,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0451.02,22707700451.02
5350451.03,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0451.03,22707700451.03
5350451.05,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0451.05,22707700451.05
5350451.06,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0451.06,22707700451.06
5350451.07,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0451.07,22707700451.07
5350452.01,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0452.01,22707700452.01
5350452.02,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0452.02,22707700452.02
5350452.03,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0452.03,22707700452.03
5350452.05,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0452.05,22707700452.05
5350452.06,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0452.06,22707700452.06
5350452.07,3519048,Newmarket,2270,Toronto,770,East Gwillimbury/Newmarket,0452.07,22707700452.07
5350455.00,3519054,East Gwillimbury,2270,Toronto,770,East Gwillimbury/Newmarket,0455.00,22707700455.00
5350456.01,3519054,East Gwillimbury,2270,Toronto,770,East Gwillimbury/Newmarket,0456.01,22707700456.01
5350456.02,3519054,East Gwillimbury,2270,Toronto,770,East Gwillimbury/Newmarket,0456.02,22707700456.02
5350456.03,3519054,East Gwillimbury,2270,Toronto,770,East Gwillimbury/Newmarket,0456.03,22707700456.03
5350460.01,3519049,King,2270,Toronto,740,Richmond Hill/Vaughan/King,0460.01,22707400460.01
5350460.02,3519049,King,2270,Toronto,740,Richmond Hill/Vaughan/King,0460.02,22707400460.02
5350461.01,3519049,King,2270,Toronto,740,Richmond Hill/Vaughan/King,0461.01,22707400461.01
5350461.02,3519049,King,2270,Toronto,740,Richmond Hill/Vaughan/King,0461.02,22707400461.02
5350470.00,3519070,Georgina,2270,Toronto,780,Georgina,0470.00,22707800470.00
5350471.00,3519070,Georgina,2270,Toronto,780,Georgina,0471.00,22707800471.00
5350472.00,3519070,Georgina,2270,Toronto,780,Georgina,0472.00,22707800472.00
5350473.01,3519070,Georgina,2270,Toronto,780,Georgina,0473.01,22707800473.01
5350473.02,3519070,Georgina,2270,Toronto,780,Georgina,0473.02,22707800473.02
5350473.03,3519070,Georgina,2270,Toronto,780,Georgina,0473.03,22707800473.03
5350474.00,3519070,Georgina,2270,Toronto,780,Georgina,0474.00,22707800474.00
5350475.00,3519070,Georgina,2270,Toronto,780,Georgina,0475.00,22707800475.00
5350476.01,3519076,Chippewas of Georgina Island First Nation,2270,Toronto,780,Georgina,0476.01,22707800476.01
5350476.02,3519070,Georgina,2270,Toronto,780,Georgina,0476.02,22707800476.02
5350480.01,3543014,Bradford West Gwillimbury,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0480.01,22708400480.01
5350480.02,3543014,Bradford West Gwillimbury,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0480.02,22708400480.02
5350481.01,3543014,Bradford West Gwillimbury,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0481.01,22708400481.01
5350481.02,3543014,Bradford West Gwillimbury,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0481.02,22708400481.02
5350482.00,3543014,Bradford West Gwillimbury,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0482.00,22708400482.00
5350483.01,3543007,New Tecumseth,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0483.01,22708400483.01
5350483.02,3543007,New Tecumseth,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0483.02,22708400483.02
5350484.02,3543007,New Tecumseth,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0484.02,22708400484.02
5350484.03,3543007,New Tecumseth,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0484.03,22708400484.03
5350484.04,3543007,New Tecumseth,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0484.04,22708400484.04
5350485.01,3543007,New Tecumseth,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0485.01,22708400485.01
5350485.02,3543007,New Tecumseth,2270,Toronto,840,Bradford/West Gwillimbury/New Tecumseth,0485.02,22708400485.02
5350500.01,3521005,Mississauga,2270,Toronto,620,Port Credit,0500.01,22706200500.01
5350500.02,3521005,Mississauga,2270,Toronto,620,Port Credit,0500.02,22706200500.02
5350501.01,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0501.01,22706400501.01
5350501.02,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0501.02,22706400501.02
5350502.01,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0502.01,22706400502.01
5350502.02,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0502.02,22706400502.02
5350503.00,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0503.00,22706400503.00
5350504.00,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0504.00,22706400504.00
5350505.01,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0505.01,22706400505.01
5350505.02,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0505.02,22706400505.02
5350506.00,3521005,Mississauga,2270,Toronto,620,Port Credit,0506.00,22706200506.00
5350507.00,3521005,Mississauga,2270,Toronto,620,Port Credit,0507.00,22706200507.00
5350508.00,3521005,Mississauga,2270,Toronto,620,Port Credit,0508.00,22706200508.00
5350509.01,3521005,Mississauga,2270,Toronto,620,Port Credit,0509.01,22706200509.01
5350509.02,3521005,Mississauga,2270,Toronto,620,Port Credit,0509.02,22706200509.02
5350510.00,3521005,Mississauga,2270,Toronto,620,Port Credit,0510.00,22706200510.00
5350511.01,3521005,Mississauga,2270,Toronto,630,Cooksville,0511.01,22706300511.01
5350511.02,3521005,Mississauga,2270,Toronto,630,Cooksville,0511.02,22706300511.02
5350512.00,3521005,Mississauga,2270,Toronto,630,Cooksville,0512.00,22706300512.00
5350513.01,3521005,Mississauga,2270,Toronto,630,Cooksville,0513.01,22706300513.01
5350513.02,3521005,Mississauga,2270,Toronto,630,Cooksville,0513.02,22706300513.02
5350513.03,3521005,Mississauga,2270,Toronto,630,Cooksville,0513.03,22706300513.03
5350513.04,3521005,Mississauga,2270,Toronto,630,Cooksville,0513.04,22706300513.04
5350514.01,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0514.01,22706400514.01
5350514.02,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0514.02,22706400514.02
5350515.01,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0515.01,22706400515.01
5350515.02,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0515.02,22706400515.02
5350516.01,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.01,22706600516.01
5350516.02,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.02,22706600516.02
5350516.03,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.03,22706600516.03
5350516.04,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.04,22706600516.04
5350516.05,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.05,22706600516.05
5350516.06,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.06,22706600516.06
5350516.08,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.08,22706500516.08
5350516.09,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.09,22706500516.09
5350516.11,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.11,22706500516.11
5350516.16,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.16,22706500516.16
5350516.17,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.17,22706500516.17
5350516.18,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.18,22706500516.18
5350516.20,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.20,22706600516.20
5350516.21,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.21,22706600516.21
5350516.22,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.22,22706600516.22
5350516.23,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.23,22706600516.23
5350516.24,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.24,22706500516.24
5350516.25,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.25,22706500516.25
5350516.26,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.26,22706500516.26
5350516.28,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.28,22706500516.28
5350516.29,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.29,22706500516.29
5350516.30,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.30,22706500516.30
5350516.31,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.31,22706500516.31
5350516.32,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.32,22706600516.32
5350516.37,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.37,22706500516.37
5350516.38,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.38,22706500516.38
5350516.39,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.39,22706600516.39
5350516.40,3521005,Mississauga,2270,Toronto,660,Meadowvale,0516.40,22706600516.40
5350516.41,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.41,22706500516.41
5350516.42,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.42,22706500516.42
5350516.43,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.43,22706500516.43
5350516.44,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.44,22706500516.44
5350516.46,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.46,22706500516.46
5350516.47,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.47,22706500516.47
5350516.48,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.48,22706500516.48
5350516.49,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0516.49,22706500516.49
5350517.00,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0517.00,22706700517.00
5350518.00,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0518.00,22706700518.00
5350519.00,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0519.00,22706700519.00
5350520.01,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0520.01,22706700520.01
5350520.02,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0520.02,22706700520.02
5350520.05,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0520.05,22706700520.05
5350520.07,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0520.07,22706700520.07
5350520.08,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0520.08,22706700520.08
5350520.09,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0520.09,22706700520.09
5350520.10,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0520.10,22706700520.10
5350521.01,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0521.01,22706700521.01
5350521.02,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0521.02,22706700521.02
5350521.03,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0521.03,22706700521.03
5350521.04,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0521.04,22706700521.04
5350521.05,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0521.05,22706700521.05
5350521.06,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0521.06,22706700521.06
5350522.00,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0522.00,22706700522.00
5350523.00,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0523.00,22706700523.00
5350524.01,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0524.01,22706700524.01
5350524.02,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0524.02,22706700524.02
5350525.01,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0525.01,22706700525.01
5350525.02,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0525.02,22706700525.02
5350526.01,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0526.01,22706700526.01
5350526.02,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0526.02,22706700526.02
5350527.01,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.01,22706700527.01
5350527.02,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.02,22706700527.02
5350527.03,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.03,22706700527.03
5350527.04,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.04,22706700527.04
5350527.05,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.05,22706700527.05
5350527.06,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.06,22706700527.06
5350527.07,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.07,22706700527.07
5350527.08,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.08,22706700527.08
5350527.09,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0527.09,22706700527.09
5350528.01,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.01,22706700528.01
5350528.02,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.02,22706700528.02
5350528.10,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.10,22706700528.10
5350528.11,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.11,22706700528.11
5350528.12,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.12,22706700528.12
5350528.13,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.13,22706700528.13
5350528.15,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.15,22706700528.15
5350528.16,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.16,22706700528.16
5350528.18,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.18,22706700528.18
5350528.19,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.19,22706700528.19
5350528.20,3521010,Brampton,2270,Toronto,690,Brampton (West),0528.20,22706900528.20
5350528.21,3521010,Brampton,2270,Toronto,690,Brampton (West),0528.21,22706900528.21
5350528.22,3521010,Brampton,2270,Toronto,690,Brampton (West),0528.22,22706900528.22
5350528.24,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.24,22706700528.24
5350528.25,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.25,22706700528.25
5350528.26,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.26,22706700528.26
5350528.31,3521010,Brampton,2270,Toronto,690,Brampton (West),0528.31,22706900528.31
5350528.32,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.32,22706700528.32
5350528.33,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.33,22706700528.33
5350528.34,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.34,22706700528.34
5350528.35,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.35,22706700528.35
5350528.36,3521010,Brampton,2270,Toronto,690,Brampton (West),0528.36,22706900528.36
5350528.37,3521010,Brampton,2270,Toronto,690,Brampton (West),0528.37,22706900528.37
5350528.39,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.39,22706700528.39
5350528.40,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.40,22706700528.40
5350528.41,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.41,22706700528.41
5350528.42,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.42,22706700528.42
5350528.43,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.43,22706700528.43
5350528.44,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.44,22706700528.44
5350528.45,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.45,22706700528.45
5350528.46,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.46,22706700528.46
5350528.47,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.47,22706700528.47
5350528.48,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.48,22706700528.48
5350528.49,3521005,Mississauga,2270,Toronto,670,Mississauga Centre/Streetsville,0528.49,22706700528.49
5350529.01,3521005,Mississauga,2270,Toronto,680,Malton,0529.01,22706800529.01
5350529.02,3521005,Mississauga,2270,Toronto,680,Malton,0529.02,22706800529.02
5350530.01,3521005,Mississauga,2270,Toronto,680,Malton,0530.01,22706800530.01
5350530.02,3521005,Mississauga,2270,Toronto,680,Malton,0530.02,22706800530.02
5350531.01,3521005,Mississauga,2270,Toronto,680,Malton,0531.01,22706800531.01
5350531.02,3521005,Mississauga,2270,Toronto,680,Malton,0531.02,22706800531.02
5350532.01,3521005,Mississauga,2270,Toronto,680,Malton,0532.01,22706800532.01
5350532.02,3521005,Mississauga,2270,Toronto,680,Malton,0532.02,22706800532.02
5350540.01,3521005,Mississauga,2270,Toronto,640,Clarkson/Lorne Park,0540.01,22706400540.01
5350540.02,3521005,Mississauga,2270,Toronto,620,Port Credit,0540.02,22706200540.02
5350550.01,3521005,Mississauga,2270,Toronto,660,Meadowvale,0550.01,22706600550.01
5350550.02,3521005,Mississauga,2270,Toronto,650,Churchill Meadows/Erin Mills,0550.02,22706500550.02
5350560.00,3521010,Brampton,2270,Toronto,700,Brampton (East),0560.00,22707000560.00
5350561.00,3521010,Brampton,2270,Toronto,700,Brampton (East),0561.00,22707000561.00
5350562.02,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.02,22707000562.02
5350562.03,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.03,22707000562.03
5350562.04,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.04,22707000562.04
5350562.05,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.05,22707000562.05
5350562.06,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.06,22707000562.06
5350562.07,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.07,22707000562.07
5350562.08,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.08,22707000562.08
5350562.09,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.09,22707000562.09
5350562.11,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.11,22707000562.11
5350562.12,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.12,22707000562.12
5350562.13,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.13,22707000562.13
5350562.14,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.14,22707000562.14
5350562.15,3521010,Brampton,2270,Toronto,700,Brampton (East),0562.15,22707000562.15
5350563.01,3521010,Brampton,2270,Toronto,700,Brampton (East),0563.01,22707000563.01
5350563.02,3521010,Brampton,2270,Toronto,700,Brampton (East),0563.02,22707000563.02
5350564.01,3521010,Brampton,2270,Toronto,700,Brampton (East),0564.01,22707000564.01
5350564.02,3521010,Brampton,2270,Toronto,700,Brampton (East),0564.02,22707000564.02
5350570.01,3521010,Brampton,2270,Toronto,690,Brampton (West),0570.01,22706900570.01
5350570.02,3521010,Brampton,2270,Toronto,690,Brampton (West),0570.02,22706900570.02
5350571.01,3521010,Brampton,2270,Toronto,690,Brampton (West),0571.01,22706900571.01
5350571.02,3521010,Brampton,2270,Toronto,690,Brampton (West),0571.02,22706900571.02
5350572.01,3521010,Brampton,2270,Toronto,690,Brampton (West),0572.01,22706900572.01
5350572.04,3521010,Brampton,2270,Toronto,690,Brampton (West),0572.04,22706900572.04
5350572.05,3521010,Brampton,2270,Toronto,690,Brampton (West),0572.05,22706900572.05
5350572.07,3521010,Brampton,2270,Toronto,690,Brampton (West),0572.07,22706900572.07
5350572.08,3521010,Brampton,2270,Toronto,690,Brampton (West),0572.08,22706900572.08
5350572.09,3521010,Brampton,2270,Toronto,690,Brampton (West),0572.09,22706900572.09
5350572.10,3521010,Brampton,2270,Toronto,690,Brampton (West),0572.10,22706900572.10
5350573.03,3521010,Brampton,2270,Toronto,690,Brampton (West),0573.03,22706900573.03
5350573.05,3521010,Brampton,2270,Toronto,690,Brampton (West),0573.05,22706900573.05
5350573.06,3521010,Brampton,2270,Toronto,690,Brampton (West),0573.06,22706900573.06
5350573.07,3521010,Brampton,2270,Toronto,690,Brampton (West),0573.07,22706900573.07
5350573.09,3521010,Brampton,2270,Toronto,690,Brampton (West),0573.09,22706900573.09
5350573.10,3521010,Brampton,2270,Toronto,690,Brampton (West),0573.10,22706900573.10
5350573.11,3521010,Brampton,2270,Toronto,690,Brampton (West),0573.11,22706900573.11
5350574.00,3521010,Brampton,2270,Toronto,690,Brampton (West),0574.00,22706900574.00
5350575.01,3521010,Brampton,2270,Toronto,690,Brampton (West),0575.01,22706900575.01
5350575.02,3521010,Brampton,2270,Toronto,690,Brampton (West),0575.02,22706900575.02
5350575.03,3521010,Brampton,2270,Toronto,690,Brampton (West),0575.03,22706900575.03
5350575.04,3521010,Brampton,2270,Toronto,690,Brampton (West),0575.04,22706900575.04
5350575.05,3521010,Brampton,2270,Toronto,690,Brampton (West),0575.05,22706900575.05
5350575.07,3521010,Brampton,2270,Toronto,690,Brampton (West),0575.07,22706900575.07
5350575.08,3521010,Brampton,2270,Toronto,690,Brampton (West),0575.08,22706900575.08
5350576.04,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.04,22706900576.04
5350576.05,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.05,22706900576.05
5350576.06,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.06,22706900576.06
5350576.07,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.07,22706900576.07
5350576.09,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.09,22706900576.09
5350576.10,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.10,22707000576.10
5350576.16,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.16,22707000576.16
5350576.17,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.17,22707000576.17
5350576.20,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.20,22707000576.20
5350576.22,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.22,22707000576.22
5350576.24,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.24,22707000576.24
5350576.29,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.29,22706900576.29
5350576.31,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.31,22706900576.31
5350576.32,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.32,22706900576.32
5350576.33,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.33,22706900576.33
5350576.34,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.34,22706900576.34
5350576.40,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.40,22707000576.40
5350576.41,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.41,22706900576.41
5350576.42,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.42,22706900576.42
5350576.43,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.43,22706900576.43
5350576.44,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.44,22706900576.44
5350576.45,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.45,22707000576.45
5350576.46,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.46,22707000576.46
5350576.47,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.47,22707000576.47
5350576.49,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.49,22706900576.49
5350576.50,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.50,22706900576.50
5350576.52,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.52,22706900576.52
5350576.53,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.53,22706900576.53
5350576.54,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.54,22707000576.54
5350576.55,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.55,22707000576.55
5350576.56,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.56,22707000576.56
5350576.57,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.57,22707000576.57
5350576.58,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.58,22707000576.58
5350576.59,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.59,22707000576.59
5350576.60,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.60,22707000576.60
5350576.61,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.61,22707000576.61
5350576.62,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.62,22707000576.62
5350576.63,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.63,22707000576.63
5350576.64,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.64,22707000576.64
5350576.65,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.65,22707000576.65
5350576.66,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.66,22707000576.66
5350576.67,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.67,22707000576.67
5350576.68,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.68,22707000576.68
5350576.69,3521010,Brampton,2270,Toronto,700,Brampton (East),0576.69,22707000576.69
5350576.70,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.70,22706900576.70
5350576.71,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.71,22706900576.71
5350576.72,3521010,Brampton,2270,Toronto,690,Brampton (West),0576.72,22706900576.72
5350585.02,3521024,Caledon,2270,Toronto,730,Caledon,0585.02,22707300585.02
5350585.03,3521024,Caledon,2270,Toronto,730,Caledon,0585.03,22707300585.03
5350585.05,3521024,Caledon,2270,Toronto,730,Caledon,0585.05,22707300585.05
5350585.07,3521024,Caledon,2270,Toronto,730,Caledon,0585.07,22707300585.07
5350585.08,3521024,Caledon,2270,Toronto,730,Caledon,0585.08,22707300585.08
